Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S34596992,Eastern Yellow Robin,Eopsaltria australis,19357,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-21-2017,09:50 AM,eBird - Casual Observation,,0,,,1
S36612401,Eastern Yellow Robin,Eopsaltria australis,19357,3,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S34166999,Eastern Yellow Robin,Eopsaltria australis,19357,X,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-24-2016,10:00 AM,eBird - Casual Observation,0,0,,,1
S34492755,Eastern Yellow Robin,Eopsaltria australis,19357,5,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-19-2017,06:22 PM,eBird - Stationary Count,20,1,,,1,,,Lake shore near field station after thunderstorm
S34554374,Eastern Yellow Robin,Eopsaltria australis,19357,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-20-2017,05:42 PM,eBird - Traveling Count,40,1,1,,1
S34606207,Eastern Yellow Robin,Eopsaltria australis,19357,4,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-21-2017,05:44 PM,eBird - Traveling Count,45,0,1.5,,3
S34661536,Eastern Yellow Robin,Eopsaltria australis,19357,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S33881486,Eastern Yellow Robin,Eopsaltria australis,19357,X,AU-NSW,,"dingo lane, mullumbimby",-28.5876118,153.4871364,12-27-2013,09:00 AM,eBird - Casual Observation,0,0,,,1
S33920216,White-breasted Robin,Eopsaltria georgiana,19364,X,AU-WA,,Margaret River--township,-33.9537551,115.0734615,11-24-2016,05:00 PM,eBird - Casual Observation,0,0,,,1
S37602371,Crested Lark,Galerida cristata,19916.886,1,PT-01,Ílhavo,Ria de Aveiro--Canal de Mira--troço Vagueira-Costa Nova/Gafanha da Encarnação,40.5954158,-8.7488079,06-15-2017,10:09 AM,eBird - Traveling Count,180,1,5,,2
S35651135,Northern Rough-winged Swallow,Stelgidopteryx serripennis,19940,8,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35546692,Tree Swallow,Tachycineta bicolor,19972,1,US-CA,Marin,Pt. Reyes--Bear Valley Visitor Center,38.0425019,-122.7990925,03-30-2017,02:30 PM,eBird - Casual Observation,,0,,,2
S35515568,Tree Swallow,Tachycineta bicolor,19972,6,US-CA,Marin,"US-Califórnia-San Anselmo-13 Arroyo Avenue - 37,992x-122,576",37.9921655,-122.575687,03-29-2017,09:12 AM,eBird - Casual Observation,,0,,,2
S35350930,Tree Swallow,Tachycineta bicolor,19972,1,US-CA,Santa Barbara,Mission Creek outflow (SBA Co.),34.4127959,-119.6869361,03-22-2017,09:20 AM,eBird - Casual Observation,,0,,,1
S35651135,Tree Swallow,Tachycineta bicolor,19972,24,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35447772,Violet-green Swallow,Tachycineta thalassina,19981,1,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35216532,Violet-green Swallow,Tachycineta thalassina,19981,6,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-16-2017,10:43 AM,eBird - Traveling Count,70,1,2.5,,1
S35589788,Violet-green Swallow,Tachycineta thalassina,19981,8,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-31-2017,12:26 PM,eBird - Traveling Count,65,1,2.5,,4
S35651135,Violet-green Swallow,Tachycineta thalassina,19981,2,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S37453912,Bank Swallow,Riparia riparia,19996,5,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-07-2017,06:23 PM,eBird - Traveling Count,120,1,5,,2
S37602430,Bank Swallow,Riparia riparia,19996,4,PT-01,Vagos,Ria de Aveiro--Canal de Mira--troço Areão-Vagueira,40.5457354,-8.7682056,06-14-2017,02:01 PM,eBird - Traveling Count,45,1,2.5,,2,N Visiting Probable Nest Site
S37551815,Bank Swallow,Riparia riparia,19996,8,PT-13,Vila Nova de Gaia,Barragem de Crestula-Lever,41.0722408,-8.4865713,06-12-2017,11:00 AM,eBird - Stationary Count,15,1,,,2
S37602371,Bank Swallow,Riparia riparia,19996,3,PT-01,Ílhavo,Ria de Aveiro--Canal de Mira--troço Vagueira-Costa Nova/Gafanha da Encarnação,40.5954158,-8.7488079,06-15-2017,10:09 AM,eBird - Traveling Count,180,1,5,,2
S35447772,Barn Swallow,Hirundo rustica,20037,1,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35394965,Barn Swallow,Hirundo rustica,20037,2,US-CA,Santa Barbara,Santa Barbara Airport,34.4256039,-119.8365742,03-24-2017,10:43 AM,eBird - Traveling Count,20,1,.3,,1
S35373114,Barn Swallow,Hirundo rustica,20037,2,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-23-2017,08:31 AM,eBird - Stationary Count,20,1,,,1
S35651135,Barn Swallow,Hirundo rustica,20037,8,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S37464893,Barn Swallow,Hirundo rustica,20037,3,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,09:25 AM,eBird - Traveling Count,80,1,4,,2
S37473248,Barn Swallow,Hirundo rustica,20037,3,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,07:25 PM,eBird - Traveling Count,45,1,3.5,,1
S37602430,Barn Swallow,Hirundo rustica,20037,8,PT-01,Vagos,Ria de Aveiro--Canal de Mira--troço Areão-Vagueira,40.5457354,-8.7682056,06-14-2017,02:01 PM,eBird - Traveling Count,45,1,2.5,,2
S37602371,Barn Swallow,Hirundo rustica,20037,4,PT-01,Ílhavo,Ria de Aveiro--Canal de Mira--troço Vagueira-Costa Nova/Gafanha da Encarnação,40.5954158,-8.7488079,06-15-2017,10:09 AM,eBird - Traveling Count,180,1,5,,2
S37314641,Barn Swallow,Hirundo rustica,20037,8,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-01-2017,05:23 PM,eBird - Stationary Count,30,1,,,1
S37327546,Barn Swallow,Hirundo rustica,20037,5,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-02-2017,08:35 AM,eBird - Stationary Count,45,1,,,1
S37335264,Barn Swallow,Hirundo rustica,20037,9,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-02-2017,04:38 PM,eBird - Stationary Count,28,1,,,1
S37371062,Barn Swallow,Hirundo rustica,20037,9,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-04-2017,10:24 AM,eBird - Traveling Count,75,0,.5,,1
S33951027,Barn Swallow,Hirundo rustica,20037,7,CN-53,,Xishuangbanna Tropical Botanical Garden,21.9285951,101.2555897,04-01-2012,08:00 AM,eBird - Casual Observation,0,0,,,1
S37149281,Welcome Swallow,Hirundo neoxena,20059,6,AU-NSW,,"AU-Nova Gales do Sul-Randwick-1 Arthur Street - -33,915x151,235",-33.9147848,151.2351895,05-26-2017,02:28 PM,eBird - Stationary Count,6,1,,,1
S35706548,Welcome Swallow,Hirundo neoxena,20059,10,AU-NSW,,"AU-Nova Gales do Sul-Randwick-26-28 Arthur Street - -33,915x151,238",-33.9151011,151.2375878,04-05-2017,01:14 PM,eBird - Traveling Count,8,1,.8,,1
S35056293,Welcome Swallow,Hirundo neoxena,20059,18,AU-NSW,,"Belmore Park, Sydney",-33.8812941,151.2076342,03-09-2017,02:44 PM,eBird - Traveling Count,13,1,.3,,1
S37921801,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,"Boora Point, Maroubra",-33.9675761,151.2653041,07-02-2017,02:40 PM,eBird - Stationary Count,45,1,,,2
S33870380,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Welcome Swallow,Hirundo neoxena,20059,18,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,Welcome Swallow,Hirundo neoxena,20059,40,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Welcome Swallow,Hirundo neoxena,20059,3,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Welcome Swallow,Hirundo neoxena,20059,16,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Welcome Swallow,Hirundo neoxena,20059,55,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Welcome Swallow,Hirundo neoxena,20059,12,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Welcome Swallow,Hirundo neoxena,20059,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Welcome Swallow,Hirundo neoxena,20059,12,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S33996577,Welcome Swallow,Hirundo neoxena,20059,22,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,09:42 AM,eBird - Traveling Count,19,1,.1,,2
S33998420,Welcome Swallow,Hirundo neoxena,20059,8,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,10:48 AM,eBird - Stationary Count,22,1,,,1
S34155628,Welcome Swallow,Hirundo neoxena,20059,36,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,08:06 AM,eBird - Traveling Count,30,1,.5,,1
S34158199,Welcome Swallow,Hirundo neoxena,20059,55,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,09:32 AM,eBird - Traveling Count,30,1,.8,,1
S34305260,Welcome Swallow,Hirundo neoxena,20059,25,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-12-2017,09:11 AM,eBird - Traveling Count,55,1,1.5,,1
S36245242,Welcome Swallow,Hirundo neoxena,20059,14,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,04-25-2017,10:27 AM,eBird - Traveling Count,37,1,1.5,,1
S37819653,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Coogee Beach,-33.9209633,151.2575769,06-27-2017,08:56 AM,eBird - Stationary Count,14,1,,,1
S33971701,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Darlinghurst,-33.88032,151.21907,01-28-2017,10:02 AM,eBird - Traveling Count,12,1,1,,1
S35932805,Welcome Swallow,Hirundo neoxena,20059,45,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2,,Abundant first thing in morning.
S38199496,Welcome Swallow,Hirundo neoxena,20059,4,AU-NSW,,Harmony Park,-33.8799673,151.2120988,07-18-2017,04:32 PM,eBird - Stationary Count,35,1,,,2
S33873324,Welcome Swallow,Hirundo neoxena,20059,50,AU-WA,,Herschel and Government Lakes (Rottnest Island),-31.9987958,115.534029,11-27-2016,01:00 PM,eBird - Casual Observation,0,0,,,2
S34061820,Welcome Swallow,Hirundo neoxena,20059,4,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,01-31-2017,02:21 PM,eBird - Traveling Count,27,1,1.5,,1
S34063134,Welcome Swallow,Hirundo neoxena,20059,30,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,01-31-2017,05:42 PM,eBird - Traveling Count,6,1,.3,,1
S34358441,Welcome Swallow,Hirundo neoxena,20059,15,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,02-14-2017,05:23 PM,eBird - Traveling Count,5,1,.4,,1
S34946590,Welcome Swallow,Hirundo neoxena,20059,6,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,03-04-2017,05:23 PM,eBird - Traveling Count,20,1,.6,,1,,,Light rain. Marti gras preparations. Only lorikeets dressed appropriately
S35169249,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,03-14-2017,05:38 PM,eBird - Traveling Count,5,1,.3,,1
S35939036,Welcome Swallow,Hirundo neoxena,20059,18,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,04-14-2017,05:33 PM,eBird - Traveling Count,5,1,.3,,2
S33919977,Welcome Swallow,Hirundo neoxena,20059,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:14 PM,eBird - Stationary Count,8,1,,,1
S34041186,Welcome Swallow,Hirundo neoxena,20059,12,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34103569,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34378128,Welcome Swallow,Hirundo neoxena,20059,12,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34836062,Welcome Swallow,Hirundo neoxena,20059,32,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34879984,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S34888521,Welcome Swallow,Hirundo neoxena,20059,20,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S35891216,Welcome Swallow,Hirundo neoxena,20059,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-12-2017,03:53 PM,eBird - Stationary Count,10,1,,,1
S36082236,Welcome Swallow,Hirundo neoxena,20059,16,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S36086982,Welcome Swallow,Hirundo neoxena,20059,18,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36612401,Welcome Swallow,Hirundo neoxena,20059,5,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Welcome Swallow,Hirundo neoxena,20059,14,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S37785693,Welcome Swallow,Hirundo neoxena,20059,8,AU-NSW,,"Mistral Point, Maroubra",-33.9412371,151.2646124,06-25-2017,04:28 PM,eBird - Stationary Count,28,1,,,3
S33880644,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,01-23-2017,05:55 PM,eBird - Traveling Count,7,1,.3,,1
S34369080,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,02-15-2017,09:08 AM,eBird - Stationary Count,3,1,,,1
S33283248,Welcome Swallow,Hirundo neoxena,20059,2,AU-TAS,,Parliament House Lawns,-42.8857677,147.3311475,12-30-2016,05:06 PM,eBird - Stationary Count,5,1,,,1
S34185709,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Randwick,-33.91823,151.23006,02-06-2017,10:14 AM,eBird - Traveling Count,5,1,.1,,1
S38311411,Welcome Swallow,Hirundo neoxena,20059,6,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S33920158,Welcome Swallow,Hirundo neoxena,20059,X,AU-NSW,,Royal National Park--Jibbon Head,-34.0814907,151.1682816,01-10-2015,10:30 AM,eBird - Casual Observation,0,0,,,3
S34606207,Welcome Swallow,Hirundo neoxena,20059,6,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-21-2017,05:44 PM,eBird - Traveling Count,45,0,1.5,,3
S34661536,Welcome Swallow,Hirundo neoxena,20059,2,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-23-2017,08:39 AM,eBird - Casual Observation,,0,,,1
S34081626,Welcome Swallow,Hirundo neoxena,20059,X,AU-NSW,,Tallowa Dam (Kangaroo Valley),-34.7722188,150.3154736,02-15-2015,10:00 AM,eBird - Casual Observation,,0,,,4
S37106909,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,"The James Hilder Reserve, Surry Hills",-33.8806415,151.2125319,05-24-2017,03:28 PM,eBird - Stationary Count,5,1,,,2
S37801999,Welcome Swallow,Hirundo neoxena,20059,1,AU-NSW,,"The James Hilder Reserve, Surry Hills",-33.8806415,151.2125319,06-26-2017,10:26 AM,eBird - Stationary Count,4,1,,,1
S33881486,Welcome Swallow,Hirundo neoxena,20059,X,AU-NSW,,"dingo lane, mullumbimby",-28.5876118,153.4871364,12-27-2013,09:00 AM,eBird - Casual Observation,0,0,,,1
S34305260,Fairy Martin,Petrochelidon ariel,20117,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-12-2017,09:11 AM,eBird - Traveling Count,55,1,1.5,,1
S35932805,Fairy Martin,Petrochelidon ariel,20117,4,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34378128,Fairy Martin,Petrochelidon ariel,20117,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34888521,Fairy Martin,Petrochelidon ariel,20117,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S36082236,Fairy Martin,Petrochelidon ariel,20117,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S35932805,Tree Martin,Petrochelidon nigricans,20118,1,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S36086982,Tree Martin,Petrochelidon nigricans,20118,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36612401,Tree Martin,Petrochelidon nigricans,20118,1,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Tree Martin,Petrochelidon nigricans,20118,1,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S34824059,Fairy/Tree Martin,Petrochelidon ariel/nigricans,20118.2,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S34217575,Fairy/Tree Martin,Petrochelidon ariel/nigricans,20118.2,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34233336,Fairy/Tree Martin,Petrochelidon ariel/nigricans,20118.2,1,AU-NSW,,Randwick,-33.91823,151.23006,02-08-2017,12:59 PM,eBird - Traveling Count,9,1,1,,1
S35447772,Cliff Swallow,Petrochelidon pyrrhonota,20122,3,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S37551548,Common House-Martin,Delichon urbicum,20140,45,PT-17,Alijó,Alijó,41.2753139,-7.4746704,06-12-2017,06:30 PM,eBird - Stationary Count,20,1,,,2
S37402860,Common House-Martin,Delichon urbicum,20140,5,PT-11,Lisboa,Campo dos Mártires da Pátria,38.7214235,-9.1399786,06-05-2017,04:30 PM,eBird - Traveling Count,7,1,.2,,3
S37422552,Common House-Martin,Delichon urbicum,20140,3,PT-11,Lisboa,Jardins da Fundação Calouste Gulbenkian,38.7372396,-9.1533645,06-06-2017,02:54 PM,eBird - Traveling Count,15,1,.8,,2
S37453912,Common House-Martin,Delichon urbicum,20140,6,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-07-2017,06:23 PM,eBird - Traveling Count,120,1,5,,2
S37446724,Common House-Martin,Delichon urbicum,20140,2,PT-18,Tondela,PT-321 Rua Principal,40.5359335,-8.0552088,06-07-2017,02:00 PM,eBird - Stationary Count,30,1,,,1
S37602371,Common House-Martin,Delichon urbicum,20140,6,PT-01,Ílhavo,Ria de Aveiro--Canal de Mira--troço Vagueira-Costa Nova/Gafanha da Encarnação,40.5954158,-8.7488079,06-15-2017,10:09 AM,eBird - Traveling Count,180,1,5,,2
S35447772,swallow sp.,Hirundinidae sp.,20176,35,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35651135,swallow sp.,Hirundinidae sp.,20176,30,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S36086982,swallow sp.,Hirundinidae sp.,20176,18,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S35546692,Chestnut-backed Chickadee,Poecile rufescens,20275,2,US-CA,Marin,Pt. Reyes--Bear Valley Visitor Center,38.0425019,-122.7990925,03-30-2017,02:30 PM,eBird - Casual Observation,,0,,,2
S35216532,Chestnut-backed Chickadee,Poecile rufescens,20275,3,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-16-2017,10:43 AM,eBird - Traveling Count,70,1,2.5,,1,,H
S37453912,Eurasian Blue Tit,Cyanistes caeruleus,20429,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-07-2017,06:23 PM,eBird - Traveling Count,120,1,5,,2
S37258481,Eurasian Blue Tit,Cyanistes caeruleus,20429,2,NL-NH,,Amsterdam--Nieuwe Meer 'Ons Buiten',52.335725,4.8445295,05-30-2017,10:11 AM,eBird - Stationary Count,30,1,,,1
S37314641,Eurasian Blue Tit,Cyanistes caeruleus,20429,2,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-01-2017,05:23 PM,eBird - Stationary Count,30,1,,,1
S37327546,Eurasian Blue Tit,Cyanistes caeruleus,20429,2,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-02-2017,08:35 AM,eBird - Stationary Count,45,1,,,1
S37371062,Eurasian Blue Tit,Cyanistes caeruleus,20429,6,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-04-2017,10:24 AM,eBird - Traveling Count,75,0,.5,,1
S37227254,Eurasian Blue Tit,Cyanistes caeruleus,20429,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S35206999,Oak Titmouse,Baeolophus inornatus,20475,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-15-2017,06:31 PM,eBird - Stationary Count,15,1,,,2
S35216532,Oak Titmouse,Baeolophus inornatus,20475,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-16-2017,10:43 AM,eBird - Traveling Count,70,1,2.5,,1
S35265932,Oak Titmouse,Baeolophus inornatus,20475,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-18-2017,03:54 PM,eBird - Traveling Count,25,1,.4,,1
S35477932,Oak Titmouse,Baeolophus inornatus,20475,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-27-2017,01:30 PM,eBird - Traveling Count,35,1,.4,,2
S35589788,Oak Titmouse,Baeolophus inornatus,20475,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-31-2017,12:26 PM,eBird - Traveling Count,65,1,2.5,,4,N Visiting Probable Nest Site
